ID,Direccion,Localidad,Coordenadas,
112740,avenida primavera 207  manzana m1 ,SAN BORJA-LIMA-LIMA,"(-12.110886596896478,-76.99124705248559)",
112741,jiron la pradera 190 urbanizacion chacarilla del estanque manzana b1 ,SAN BORJA-LIMA-LIMA,"(-12.11040065078447,-76.99065393320373)",
112742,calle trinidad 550 urbanizacion chacarilla del estanque manzana b1 ,SAN BORJA-LIMA-LIMA,"(-12.109906701252655,-76.99131754656744)",
112744,jiron trinidad 568 urbanizacion chacarilla del estanque manzana b1 ,SAN BORJA-LIMA-LIMA,"(-12.109931848246006,-76.99155788409921)",
112745,jiron trinidad 580 urbanizacion chacarilla del estanque manzana b1 ,SAN BORJA-LIMA-LIMA,"(-12.109948884329143,-76.99170734171797)",
112746,jirontrinidad 588 urbanizacion chacarilla del estanque manzana b1 ,SAN BORJA-LIMA-LIMA,"(-12.109959529873933,-76.99186322093689)",
112750,calle trinidad 480 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109868260733236,-76.99042816720204)",
112751,avenida del pinar 373 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109278430849272,-76.989883508212)",
112752,avenida del pinar 405 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.10882565281429,-76.98989434385975)",
112753,jiron del pinar 457 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108115078212137,-76.98996859187716)",
112754,avenida del pinar 475 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.107620728970872,-76.9899641634922)",
112755,sicilia 103   ,SAN BORJA-LIMA-LIMA,"(-12.106719481415226,-76.99100654867992)",
112756,jiron sicilia 103 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.106719481415226,-76.99100654867992)",
112770,jiron paseo del bosque 500 urbanizacion chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.105041640092168,-76.9901377506441)",
112771,avenida paseo del bosque 497 urbanizacion chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.104584317978606,-76.98986713464247)",
112772,avenida de la floresta 419 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.106144259321624,-76.98893082755538)",
112773,avenida de la floresta 371 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.106888994937364,-76.98886111302278)",
112774,avenida de la floresta 353 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.10728336233133,-76.98882931339968)",
112775,avenida de la floresta 331 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.107411235240576,-76.98882455539277)",
112776,avenida de la floresta 313 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.107726373744853,-76.98881103371417)",
112777,avenida de la floresta 277 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.10845845415092,-76.98871999809174)",
112778,avenida de la floresta 203 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109757715083916,-76.98862338719485)",
112779,avenida del pinar 312 urbanizacion chacarilla del estanque manzana x1 ,SAN BORJA-LIMA-LIMA,"(-12.109557508988132,-76.98943530414407)",
112780,avenida del pinar 356 urbanizacion chacarilla del estanque manzana x1 ,SAN BORJA-LIMA-LIMA,"(-12.108788363175321,-76.98949139156116)",
112781,avenida del pinar 424 urbanizacion chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107707607189369,-76.98956843358062)",
112783,jiron trinidad 396 urbanizacion chacarilla del estanque manzana x1 ,SAN BORJA-LIMA-LIMA,"(-12.109791086975605,-76.98916762665787)",
112784,jiron trinidad 103 urbanizacion chacarilla del estanque manzana x1 ,SAN BORJA-LIMA-LIMA,"(-12.109788826160354,-76.98889714614575)",
112785,jiron esmeralda 558 urbanizacion chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107988548840481,-76.98928127669032)",
112786,avenida primavera 505 urbanizacion chacarilla del estanque manzana k1 ,SAN BORJA-LIMA-LIMA,"(-12.110664383010729,-76.98828502900888)",
112788,avenida primavera 611 urbanizacion chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.110559065643159,-76.98677195350432)",
112789,avenida primavera 645 urbanizacion chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.110512433102897,-76.98630608273811)",
112790,avenida primavera 781 urbanizacion chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.11042828194988,-76.98484748510081)",
112792,avenida alejandro velasco astete 968 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.10888223972286,-76.98485021806552)",
112793,avenida alejandro velasco astete 902 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.10818619514994,-76.98490205792048)",
112794,jiron esmeralda 357 urbanizacion chacarilla del estanque manzana u1 ,SAN BORJA-LIMA-LIMA,"(-12.108172345066151,-76.98601462096667)",
112795,jiron esmeralda 359 urbanizacion chacarilla del estanque manzana u1 ,SAN BORJA-LIMA-LIMA,"(-12.10822403353393,-76.98642064847614)",
112796,jiron esmeralda 379 urbanizacion chacarilla del estanque manzana u1 ,SAN BORJA-LIMA-LIMA,"(-12.10821528133549,-76.9865326092515)",
112797,jiron esmeralda 379 urbanizacion chacarilla del estanque manzana u1 ,SAN BORJA-LIMA-LIMA,"(-12.10821528133549,-76.9865326092515)",
112798,jiron esmeralda 387 urbanizacion chacarilla del estanque manzana u1 ,SAN BORJA-LIMA-LIMA,"(-12.10821914259813,-76.98661620422195)",
112799,jiron esmeralda 387 urbanizacion chacarilla del estanque manzana u1 ,SAN BORJA-LIMA-LIMA,"(-12.10821914259813,-76.98661620422195)",
112800,jiron andalucia 135 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.108739191761117,-76.9865998742821)",
112801,jiron andalucia 139 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.108759498213587,-76.9865984609741)",
112802,jiron buen retiro 137 urbanizacion chacarilla del estanque manzana y1 ,SAN BORJA-LIMA-LIMA,"(-12.108894810974107,-76.98743081172032)",
112803,jiron buen retiro 137 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.108894810974107,-76.98743081172032)",
112804,jiron buen retiro 137 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.108894810974107,-76.98743081172032)",
112805,jiron buen retiro 137 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.108894810974107,-76.98743081172032)",
112806,jiron buen retiro 137 urbanizacion chacarilla del estanque manzana j1 ,SAN BORJA-LIMA-LIMA,"(-12.108894810974107,-76.98743081172032)",
112807,jiron buen retiro 175 urbanizacion chacarilla del estanque manzana y1 ,SAN BORJA-LIMA-LIMA,"(-12.108935780322625,-76.98796623785294)",
112808,jiron trinidad 283 urbanizacion chacarilla del estanque manzana k1 ,SAN BORJA-LIMA-LIMA,"(-12.109916983645775,-76.98836824066257)",
112809,jiron trinidad 283 urbanizacion chacarilla del estanque manzana k1 ,SAN BORJA-LIMA-LIMA,"(-12.109916983645775,-76.98836824066257)",
112810,jiron trinidad 245 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109868012018936,-76.98777816676144)",
112811,jiron trinidad 121 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109697092467911,-76.9858503187026)",
112812,jiron trinidad 121 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109697092467911,-76.9858503187026)",
112813,jiron matamoros 184 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109862556150702,-76.98573600114433)",
112814,jiron matamoros 182 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109830267943607,-76.98573307119025)",
112815,jiron matamoros 182 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109830267943607,-76.98573307119025)",
112816,jiron matamoros 161 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.10959763980766,-76.98556791452908)",
112817,jiron matamoros 159 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109571095864354,-76.98556881706487)",
112818,jiron matamoros 157 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109445823059076,-76.98558741136817)",
112819,jiron matamoros 155 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109351269833013,-76.98559542807162)",
112820,jiron matamoros 155 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109351269833013,-76.98559542807162)",
112821,jiron matamoros 123 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.108682721037653,-76.98563718153792)",
112822,jiron matamoros 123 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.108682721037653,-76.98563718153792)",
112823,jiron matamoros 118 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.108458797646293,-76.98584151249054)",
112824,jiron matamoros 111 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.108354072751112,-76.98567983406974)",
112825,jiron matamoros 104 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.108217305937501,-76.98586136736229)",
112846,calle isaac albeniz 111 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103177316979611,-77.00398627983711)",
112847,calle isaac albeniz 119 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.10316270308293,-77.0038298344309)",
112848,calle isaac albeniz 121 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103163909333873,-77.00381816003333)",
112849,calle isaac albeniz 123 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103163909333873,-77.00380507813253)",
112850,calle isaac albeniz 127 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103163385651513,-77.00374186890349)",
112851,calle isaac albeniz 129 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103166725559248,-77.00367007288091)",
112852,calle isaac albeniz 135 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103165144594684,-77.00350564364997)",
112853,calle isaac albeniz 143 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103159338878342,-77.0032948365005)",
112854,calle isaac albeniz 163 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103168152816878,-77.00298500798137)",
112855,calle isaac albeniz 199 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103168121342676,-77.00229106110339)",
112856,calle isaac albeniz 209 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103156973897157,-77.00202221101371)",
112857,calle isaac albeniz 219 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103159242059931,-77.00195687706412)",
112858,calle isaac albeniz 221 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103164906475186,-77.00192940752407)",
112859,calle isaac albeniz 227 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103167735477967,-77.00190366942043)",
112860,calle isaac albeniz 245 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103166604132127,-77.00182867268438)",
112861,calle isaac albeniz 247 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103176209696187,-77.00173510259297)",
112862,calle isaac albeniz 249 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103179581390322,-77.00164375981763)",
112863,calle isaac albeniz 269 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103197199348287,-77.00092199976046)",
112864,calle isaac albeniz 279 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103199770268745,-77.00079745264445)",
112865,calle isaac albeniz 301 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.10325765135481,-77.00048536662516)",
112866,calle isaac albeniz 351 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103348655754488,-76.99937894274986)",
112867,calle isaac albeniz 373 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103359695057634,-76.9989916186291)",
112868,calle isaac albeniz 397 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.1033664710085,-76.99819076421032)",
112869,calle isaac albeniz 499 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.10337412542897,-76.99684979384173)",
112870,calle isaac albeniz 601 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103269065165236,-76.99472983912105)",
112871,calle isaac albeniz 661 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103198229447486,-76.9945038729277)",
112872,calle isaac albeniz 548 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103542822581758,-76.99530763662477)",
112873,calle isaac albeniz 486 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103552750526717,-76.99692797272672)",
112874,calle isaac albeniz 350 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.1035136324859,-77.00014541558872)",
112875,calle isaac albeniz 310 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103513840368706,-77.00036986857242)",
112876,calle isaac albeniz 272 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103399650531799,-77.00101855008322)",
112877,calle isa 240 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103393418371112,-77.00111093707862)",
112879,calle isaac albeniz 220 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.10334064695138,-77.00165751894075)",
112880,avenida fray luis de leon 102 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096864231149254,-77.00879352851368)",
112883,avenida fray luis de leon 112 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096959258582345,-77.00925532522301)",
112884,avenida fray luis de leon 292 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097549088014304,-77.0074556259757)",
112885,calle bernardo tasso 297 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096392242456304,-77.00678940209166)",
112886,calle bernardo tasso 301 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097134249508912,-77.00689034942641)",
112887,avenida alejandro velasco astete 839 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.10691130364468,-76.9846035313415)",
112888,avenida alejandro velasco astete 793 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.10619841320846,-76.98466422687292)",
112889,avenida alejandro velasco astete 783 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.105975197201232,-76.98467942514417)",
112890,avenida alejandro velasco astete 773 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.105764493391916,-76.98469453132674)",
112891,avenida alejandro velasco astete 767 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.105666935709124,-76.9847026937851)",
112892,jiron bielovucic cavalier 387 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.103789011871058,-76.98459256034852)",
112893,jiron bielovucic cavalier 361 urbanizacion chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103730495486218,-76.98415431515268)",
112894,jiron bielovucic cavalier 357 urbanizacion chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103744174118162,-76.98411320530653)",
112895,jiron bielovucic cavalier 271 urbanizacion chacarilla del estanque manzana f2 ,SAN BORJA-LIMA-LIMA,"(-12.103621087344479,-76.98244835377524)",
112896,jiron bielovucic cavalier 195 urbanizacion chacarilla del estanque manzana g2 ,SAN BORJA-LIMA-LIMA,"(-12.103550591553372,-76.98145688516952)",
112897,jiron bielovucic cavalier 161 urbanizacion chacarilla del estanque manzana g2 ,SAN BORJA-LIMA-LIMA,"(-12.103544669029958,-76.98133022435078)",
112898,avenida buena vista 385 urbanizacion chacarilla del estanque manzana g2 ,SAN BORJA-LIMA-LIMA,"(-12.103998710130227,-76.98024872344769)",
112899,avenida buena vista 363 avenida buena vista manzana r2 ,SAN BORJA-LIMA-LIMA,"(-12.104710382097196,-76.9801482374396)",
112900,avenida buena vista 355 avenida buena vista manzana r2 ,SAN BORJA-LIMA-LIMA,"(-12.10497712990707,-76.9801514249903)",
112901,avenida buena vista 331 avenida buena vista manzana r2 ,SAN BORJA-LIMA-LIMA,"(-12.105246549976627,-76.98010563058466)",
112902,avenida buena vista 113 urbanizacion chacarilla del estanque manzana u2 ,SAN BORJA-LIMA-LIMA,"(-12.109625764205461,-76.98040638068764)",
112903,avenida primavera 1013 urbanizacion chacarilla del estanque  lote u2,SAN BORJA-LIMA-LIMA,"(-12.110191794110406,-76.9815415288234)",
112904,avenida primavera 907 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.110303007574203,-76.9831033600498)",
112905,jiron los recuerdos 104 urbanizacion chacarilla del estanque manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.109690903372652,-76.98407675910673)",
112906,jiron los recuerdos 112 urbanizacion chacarilla del estanque manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.109672823503473,-76.98389930977726)",
112907,jiron los recuerdos 111 urbanizacion chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.10950740932185,-76.98398366909025)",
112908,jiron los recuerdos 115 urbanizacion chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.109502987115405,-76.98388024768336)",
112909,jiron los recuerdos 125 urbanizacion chacarilla del estanque manzana k2 ,SAN BORJA-LIMA-LIMA,"(-12.109436950439388,-76.98333932993309)",
112910,jiron los recuerdos 139 urbanizacion chacarilla del estanque manzana k2 ,SAN BORJA-LIMA-LIMA,"(-12.109429821242102,-76.9831706035816)",
112911,jiron los recuerdos 143 urbanizacion chacarilla del estanque manzana k2 ,SAN BORJA-LIMA-LIMA,"(-12.10940619546497,-76.98294527952233)",
112913,jiron los recuerdos 165 urbanizacion chacarilla del estanque manzana k2 ,SAN BORJA-LIMA-LIMA,"(-12.109402078858551,-76.98281002794964)",
112914,jiron los recuerdos 158 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109592086169172,-76.98275082964217)",
112915,jiron los recuerdos 185 urbanizacion chacarilla del estanque manzana k2 ,SAN BORJA-LIMA-LIMA,"(-12.109395811823063,-76.98260590197846)",
112916,jiron los recuerdos 198 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109561977305617,-76.9821503866007)",
112918,jiron los recuerdos 402 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.106854061057348,-76.98053308777357)",
112919,jiron los recuerdos 408 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.106830118790384,-76.9805425334603)",
112920,jiron los recuerdos 414 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.106658915321248,-76.98057880429604)",
112921,jiron los recuerdos 416 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.106641279211487,-76.98057686465329)",
112922,jiron los recuerdos 420 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.106606214258647,-76.98058679104714)",
112924,jiron los recuerdos 426 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.106257732897134,-76.98063768644077)",
112926,jiron los recuerdos 432 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.10605889365614,-76.98066677402191)",
112927,jiron los recuerdos 436 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.106004683851921,-76.98067682749964)",
112928,jiron los recuerdos 444 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.105864397323444,-76.98070008223578)",
112929,jiron pacaritambo 110 urbanizacion chacarilla del estanque manzana g2 ,SAN BORJA-LIMA-LIMA,"(-12.104297622550561,-76.98069004488029)",
112930,jiron pacaritambo 190 urbanizacion chacarilla del estanque manzana g2 ,SAN BORJA-LIMA-LIMA,"(-12.104332328773097,-76.98137487099282)",
112931,jiron pacaritambo 210 urbanizacion chacarilla del estanque manzana f2 ,SAN BORJA-LIMA-LIMA,"(-12.104378992442292,-76.9818085832051)",
